group,variable,donated,received,value
Kenya,1987,,1345.5379,-1345.5379
Kenya,1988,,1942.5397,-1942.5397
Kenya,1989,,2455.0189,-2455.0189
Kenya,1990,,2561.9812,-2561.9812
Kenya,1991,,1371.9769,-1371.9769
Kenya,1992,,1088.8238,-1088.8238
Kenya,1993,,639.1908,-639.1908
Kenya,1994,,610.4483,-610.4483
Kenya,1995,,619.7318,-619.7318
Kenya,1996,,1089.0158,-1089.0158
Kenya,1997,,875.2358,-875.2358
Kenya,1998,,533.0179,-533.0179
Kenya,1999,,830.0225,-830.0225
Kenya,2000,,2028.0254,-2028.0254
Kenya,2001,,899.6477,-899.6477
Kenya,2002,,483.8800,-483.8800
Kenya,2003,,1402.8915,-1402.8915
Kenya,2004,,1811.8579,-1811.8579
Kenya,2005,,1313.0679,-1313.0679
Kenya,2006,,1849.8220,-1849.8220
Kenya,2007,,2856.8950,-2856.8950
Kenya,2008,,1629.3471,-1629.3471
Kenya,2009,,3337.4740,-3337.4740
Kenya,2010,,3817.3193,-3817.3193
Kenya,2011,,3151.5603,-3151.5603
Kenya,2012,,4694.5684,-4694.5684
Kenya,2013,,3226.4056,-3226.4056
Kenya,9999,,3.3807,-3.3807
Korea,1962,,107.5988,-107.5988
Korea,1967,,78.4804,-78.4804
Korea,1968,,104.9236,-104.9236
Korea,1969,,705.2374,-705.2374
Korea,1970,,647.2847,-647.2847
Korea,1971,,902.2163,-902.2163
Korea,1972,,910.6468,-910.6468
Korea,1973,,2554.9595,-2554.9595
Korea,1974,,2118.2234,-2118.2234
Korea,1975,,2258.0835,-2258.0835
Korea,1976,,2714.5871,-2714.5871
Korea,1977,,2373.4442,-2373.4442
Korea,1978,,2984.5801,-2984.5801
Korea,1979,,1742.7492,-1742.7492
Korea,1980,,4238.1663,-4238.1663
Korea,1981,,3619.7463,-3619.7463
Korea,1982,,1886.6615,-1886.6615
Korea,1983,,4624.6773,-4624.6773
Korea,1984,,2658.8052,-2658.8052
Korea,1985,,3771.7791,-3771.7791
Korea,1986,,1439.6567,-1439.6567
Korea,1987,,1132.8886,-1132.8886
Korea,1988,,1087.2292,-1087.2292
Korea,1989,,648.4062,-648.4062
Korea,1990,,1304.6200,-1304.6200
Korea,1991,,507.1467,-507.1467
Korea,1992,,232.4657,-232.4657
Korea,1993,,611.6700,-611.6700
Korea,1994,,1908.2130,-1908.2130
Korea,1995,,4.3488,-4.3488
Korea,1996,,383.7476,-383.7476
Korea,1997,,33479.2747,-33479.2747
Korea,1998,,6604.9196,-6604.9196
Korea,1999,,6460.4417,-6460.4417
Korea,2000,,715.8807,-715.8807
Korea,2001,,946.9435,-946.9435
Korea,2002,,832.4699,-832.4699
Korea,2003,,117.9599,-117.9599
Korea,2004,,146.0306,-146.0306
Korea,2006,2306.7204,10.6465,2296.0740
Korea,2007,3135.6256,,3135.6256
Korea,2008,3795.3724,,3795.3724
Korea,2009,4145.2038,,4145.2038
Korea,2010,1921.1855,,1921.1855
Korea,2011,1627.5337,,1627.5337
Korea,2012,1760.0954,,1760.0954
Korea,2013,7064.4385,,7064.4385
Kuwait,1962,301.2764,,301.2764
Kuwait,1963,135.3265,,135.3265
Kuwait,1964,351.9643,,351.9643
Kuwait,1965,33.9247,,33.9247
Kuwait,1966,244.6249,,244.6249
Kuwait,1967,243.1179,,243.1179
Kuwait,1968,89.6692,,89.6692
Kuwait,1970,18.0968,,18.0968
Kuwait,1971,210.8169,,210.8169
Kuwait,1972,279.4772,,279.4772
Kuwait,1973,291.8632,0.3255,291.5377
Kuwait,1974,654.8796,,654.8796
Kuwait,1975,1313.0252,,1313.0252
Kuwait,1976,1217.9644,,1217.9644
Kuwait,1977,1435.8031,0.2430,1435.5600
Kuwait,1978,611.2688,,611.2688
Kuwait,1979,977.3729,,977.3729
Kuwait,1980,679.3211,,679.3211
Kuwait,1981,1938.2690,0.0784,1938.1905
Kuwait,1982,2043.5492,,2043.5492
Kuwait,1983,1081.2514,,1081.2514
Kuwait,1984,783.9678,,783.9678
Kuwait,1985,607.2839,0.5244,606.7595
Kuwait,1986,706.6260,,706.6260
Kuwait,1987,581.9257,,581.9257
Kuwait,1988,496.6543,38.5482,458.1061
Kuwait,1989,600.2667,,600.2667
Kuwait,1990,805.1245,4.9019,800.2227
Kuwait,1991,613.9403,10.2443,603.6960
Kuwait,1992,682.3152,7407.6038,-6725.2886
Kuwait,1993,1008.3767,0.5347,1007.8421
Kuwait,1994,397.8501,7.8784,389.9718
Kuwait,1995,903.6102,302.5403,601.0699
Kuwait,1996,856.6649,48.3431,808.3218
Kuwait,1997,659.7537,1.4508,658.3030
Kuwait,1998,762.4368,5.8398,756.5970
Kuwait,1999,955.5030,1.6441,953.8589
Kuwait,2000,618.0471,1.0360,617.0110
Kuwait,2001,848.7202,5.1056,843.6146
Kuwait,2002,1104.3929,3.1157,1101.2772
Kuwait,2003,457.4452,1.5083,455.9369
Kuwait,2004,658.6045,17.1198,641.4846
Kuwait,2005,967.3095,1.2689,966.0407
Kuwait,2006,586.4727,3.8287,582.6440
Kuwait,2007,693.6884,2.9033,690.7852
Kuwait,2008,825.4642,38.7736,786.6906
Kuwait,2009,524.8461,0.8980,523.9481
Kuwait,2010,325.7929,0.0186,325.7743
Kuwait,2011,,0.4321,-0.4321
Kuwait,2012,1860.0821,,1860.0821
Kuwait,2013,944.7205,,944.7205
Laos,1968,,1.5091,-1.5091
Laos,1970,,8.0660,-8.0660
Laos,1971,,20.5576,-20.5576
Laos,1972,,0.2729,-0.2729
Laos,1973,,230.2508,-230.2508
Laos,1974,,233.1451,-233.1451
Laos,1975,,35.5320,-35.5320
Laos,1976,,89.3393,-89.3393
Laos,1977,,111.8081,-111.8081
Laos,1978,,153.6366,-153.6366
Laos,1979,,126.8454,-126.8454
Laos,1980,,151.3909,-151.3909
Laos,1981,,101.1391,-101.1391
Laos,1982,,27.0985,-27.0985
Laos,1983,,125.4633,-125.4633
Laos,1984,,87.2946,-87.2946
Laos,1985,,27.6655,-27.6655
Laos,1986,,103.0576,-103.0576
Laos,1987,,427.2686,-427.2686
Laos,1988,,149.3736,-149.3736
Laos,1989,,360.0564,-360.0564
Laos,1990,,192.3542,-192.3542
Laos,1991,,364.6027,-364.6027
Laos,1992,,244.5452,-244.5452
Laos,1993,,321.6608,-321.6608
Laos,1994,,379.0641,-379.0641
Laos,1995,,300.8152,-300.8152
Laos,1996,,564.1613,-564.1613
Laos,1997,,441.6985,-441.6985
Laos,1998,,421.2325,-421.2325
Laos,1999,,266.2377,-266.2377
Laos,2000,,354.6076,-354.6076
Laos,2001,,592.5514,-592.5514
Laos,2002,,521.8505,-521.8505
Laos,2003,,352.7932,-352.7932
Laos,2004,,334.9267,-334.9267
Laos,2005,,630.6367,-630.6367
Laos,2006,,587.9794,-587.9794
Laos,2007,,441.1134,-441.1134
Laos,2008,,392.2053,-392.2053
Laos,2009,,346.9122,-346.9122
Laos,2010,,608.3462,-608.3462
Laos,2011,,548.0174,-548.0174
Laos,2012,,596.2650,-596.2650
Laos,2013,,534.7998,-534.7998
Lebanon,1955,,218.9774,-218.9774
Lebanon,1966,,47.1566,-47.1566
Lebanon,1968,,19.1192,-19.1192
Lebanon,1972,,36.0225,-36.0225
Lebanon,1973,,190.6398,-190.6398
Lebanon,1974,,49.8030,-49.8030
Lebanon,1975,,2.9955,-2.9955
Lebanon,1976,,35.9968,-35.9968
Lebanon,1977,,451.6687,-451.6687
Lebanon,1978,,126.0238,-126.0238
Lebanon,1979,,84.7259,-84.7259
Lebanon,1980,,35.7323,-35.7323
Lebanon,1981,,109.5611,-109.5611
Lebanon,1982,,149.7376,-149.7376
Lebanon,1983,,217.9188,-217.9188
Lebanon,1984,,90.1609,-90.1609
Lebanon,1985,,137.6216,-137.6216
Lebanon,1986,,73.2911,-73.2911
Lebanon,1987,,56.7328,-56.7328
Lebanon,1988,,100.0198,-100.0198
Lebanon,1989,,58.7816,-58.7816
Lebanon,1990,,70.8277,-70.8277
Lebanon,1991,,251.2272,-251.2272
Lebanon,1992,,126.9053,-126.9053
Lebanon,1993,,544.5338,-544.5338
Lebanon,1994,,433.7934,-433.7934
Lebanon,1995,,650.3932,-650.3932
Lebanon,1996,,814.0515,-814.0515
Lebanon,1997,,891.4154,-891.4154
Lebanon,1998,,427.1807,-427.1807
Lebanon,1999,,390.0114,-390.0114
Lebanon,2000,,512.2243,-512.2243
Lebanon,2001,,631.8925,-631.8925
Lebanon,2002,,761.8327,-761.8327
Lebanon,2003,,1172.6501,-1172.6501
Lebanon,2004,,225.5885,-225.5885
Lebanon,2005,,618.4695,-618.4695
Lebanon,2006,,1086.6834,-1086.6834
Lebanon,2007,,2007.7440,-2007.7440
Lebanon,2008,,1256.3577,-1256.3577
Lebanon,2009,,542.0438,-542.0438
Lebanon,2010,,771.0100,-771.0100
Lebanon,2011,,375.7296,-375.7296
Lebanon,2012,,694.1027,-694.1027
Lebanon,2013,,1052.7449,-1052.7449
Lebanon,9999,,2.5389,-2.5389
Lesotho,1966,,28.7712,-28.7712
Lesotho,1973,,135.3400,-135.3400
Lesotho,1974,,94.2284,-94.2284
Lesotho,1975,,62.6615,-62.6615
Lesotho,1976,,134.5130,-134.5130
Lesotho,1977,,202.9553,-202.9553
Lesotho,1978,,116.8442,-116.8442
Lesotho,1979,,162.4646,-162.4646
Lesotho,1980,,262.2217,-262.2217
Lesotho,1981,,166.0151,-166.0151
Lesotho,1982,,117.0763,-117.0763
Lesotho,1983,,176.7473,-176.7473
Lesotho,1984,,289.6266,-289.6266
Lesotho,1985,,188.3071,-188.3071
Lesotho,1986,,171.2798,-171.2798
Lesotho,1987,,152.7748,-152.7748
Lesotho,1988,,291.8553,-291.8553
Lesotho,1989,,236.1191,-236.1191
Lesotho,1990,,161.4647,-161.4647
Lesotho,1991,,410.1158,-410.1158
Lesotho,1992,,221.5978,-221.5978
Lesotho,1993,,57.4790,-57.4790
Lesotho,1994,,146.8910,-146.8910
Lesotho,1995,,76.2830,-76.2830
Lesotho,1996,,111.5557,-111.5557
Lesotho,1997,,52.0232,-52.0232
Lesotho,1998,,166.2005,-166.2005
Lesotho,1999,,168.6724,-168.6724
Lesotho,2000,,78.9875,-78.9875
Lesotho,2001,,183.1203,-183.1203
Lesotho,2002,,83.9056,-83.9056
Lesotho,2003,,195.3591,-195.3591
Lesotho,2004,,126.0556,-126.0556
Lesotho,2005,,107.0417,-107.0417
Lesotho,2006,,163.3496,-163.3496
Lesotho,2007,,258.4952,-258.4952
Lesotho,2008,,473.2592,-473.2592
Lesotho,2009,,240.4241,-240.4241
Lesotho,2010,,315.9529,-315.9529
Lesotho,2011,,235.0300,-235.0300
Lesotho,2012,,170.4784,-170.4784
Lesotho,2013,,199.6123,-199.6123
Liberia,1964,,23.9778,-23.9778
Liberia,1965,,7.1270,-7.1270
Liberia,1969,,33.4700,-33.4700
Liberia,1970,,47.8273,-47.8273
Liberia,1971,,28.6708,-28.6708
Liberia,1972,,54.2676,-54.2676
Liberia,1973,,103.2604,-103.2604
Liberia,1974,,101.9094,-101.9094
Liberia,1975,,196.6712,-196.6712
Liberia,1976,,111.7521,-111.7521
Liberia,1977,,250.9769,-250.9769
Liberia,1978,,333.1359,-333.1359
Liberia,1979,,193.8945,-193.8945
Liberia,1980,,102.1753,-102.1753
Liberia,1981,,231.9743,-231.9743
Liberia,1982,,476.2447,-476.2447
Liberia,1983,,362.6568,-362.6568
Liberia,1984,,473.7754,-473.7754
Liberia,1985,,186.4308,-186.4308
Liberia,1986,,171.1845,-171.1845
Liberia,1987,,129.8475,-129.8475
Liberia,1988,,67.9379,-67.9379
Liberia,1989,,64.8953,-64.8953
Liberia,1990,,23.6365,-23.6365
Liberia,1991,,68.7451,-68.7451
Liberia,1992,,28.4142,-28.4142
Liberia,1993,,34.9671,-34.9671
Liberia,1994,,86.2816,-86.2816
Liberia,1995,,36.9559,-36.9559
Liberia,1996,,138.1838,-138.1838
Liberia,1997,,81.7208,-81.7208
Liberia,1998,,137.7438,-137.7438
Liberia,1999,,76.5355,-76.5355
Liberia,2000,,34.3803,-34.3803
Liberia,2001,,72.9094,-72.9094
Liberia,2002,,77.5008,-77.5008
Liberia,2003,,225.8728,-225.8728
Liberia,2004,,331.1302,-331.1302
Liberia,2005,,275.8641,-275.8641
Liberia,2006,,406.2943,-406.2943
Liberia,2007,,1290.2447,-1290.2447
Liberia,2008,,1782.2084,-1782.2084
Liberia,2009,,1062.0141,-1062.0141
Liberia,2010,,1344.6006,-1344.6006
Liberia,2011,,717.7903,-717.7903
Liberia,2012,,848.2680,-848.2680
Liberia,2013,,784.1755,-784.1755
Madagascar,1966,,70.1735,-70.1735
Madagascar,1967,,34.2460,-34.2460
Madagascar,1968,,54.6264,-54.6264
Madagascar,1969,,18.9325,-18.9325
Madagascar,1970,,94.3620,-94.3620
Madagascar,1972,,247.2451,-247.2451
Madagascar,1973,,257.9338,-257.9338
Madagascar,1974,,302.8470,-302.8470
Madagascar,1975,,110.6645,-110.6645
Madagascar,1976,,204.7195,-204.7195
Madagascar,1977,,328.3510,-328.3510
Madagascar,1978,,398.6499,-398.6499
Madagascar,1979,,369.1415,-369.1415
Madagascar,1980,,417.5798,-417.5798
Madagascar,1981,,410.5076,-410.5076
Madagascar,1982,,422.7807,-422.7807
Madagascar,1983,,873.4256,-873.4256
Madagascar,1984,,651.4627,-651.4627
Madagascar,1985,,765.7849,-765.7849
Madagascar,1986,,489.8693,-489.8693
Madagascar,1987,,626.7276,-626.7276
Madagascar,1988,,969.5128,-969.5128
Madagascar,1989,,558.7999,-558.7999
Madagascar,1990,,738.2611,-738.2611
Madagascar,1991,,475.8909,-475.8909
Madagascar,1992,,314.9986,-314.9986
Madagascar,1993,,348.4809,-348.4809
Madagascar,1994,,492.5686,-492.5686
Madagascar,1995,,234.4453,-234.4453
Madagascar,1996,,401.5599,-401.5599
Madagascar,1997,,1123.3174,-1123.3174
Madagascar,1998,,934.7658,-934.7658
Madagascar,1999,,938.0730,-938.0730
Madagascar,2000,,635.0554,-635.0554
Madagascar,2001,,1150.3160,-1150.3160
Madagascar,2002,,557.6290,-557.6290
Madagascar,2003,,1046.6133,-1046.6133
Madagascar,2004,,1509.7147,-1509.7147
Madagascar,2005,,1824.6172,-1824.6172
Madagascar,2006,,744.7802,-744.7802
Madagascar,2007,,1903.3746,-1903.3746
Madagascar,2008,,1312.0572,-1312.0572
Madagascar,2009,,917.8886,-917.8886
Madagascar,2010,,341.7553,-341.7553
Madagascar,2011,,350.3661,-350.3661
Madagascar,2012,,738.3680,-738.3680
Madagascar,2013,,580.5236,-580.5236
Malawi,1966,,3.5087,-3.5087
Malawi,1967,,44.9479,-44.9479
Malawi,1968,,144.7599,-144.7599
Malawi,1969,,20.2849,-20.2849
Malawi,1970,,34.2547,-34.2547
Malawi,1971,,44.5313,-44.5313
Malawi,1972,,44.9111,-44.9111
Malawi,1973,,210.4266,-210.4266
Malawi,1974,,251.4960,-251.4960
Malawi,1975,,136.3375,-136.3375
Malawi,1976,,157.6353,-157.6353
Malawi,1977,,509.6932,-509.6932
Malawi,1978,,623.4655,-623.4655
Malawi,1979,,326.3685,-326.3685
Malawi,1980,,243.4132,-243.4132
Malawi,1981,,591.4862,-591.4862
Malawi,1982,,161.9264,-161.9264
Malawi,1983,,954.7285,-954.7285
Malawi,1984,,328.7904,-328.7904
Malawi,1985,,444.1225,-444.1225
Malawi,1986,,510.6280,-510.6280
Malawi,1987,,600.5759,-600.5759
Malawi,1988,,734.9647,-734.9647
Malawi,1989,,501.9929,-501.9929
Malawi,1990,,618.9488,-618.9488
Malawi,1991,,593.8815,-593.8815
Malawi,1992,,592.1926,-592.1926
Malawi,1993,,464.7620,-464.7620
Malawi,1994,,504.9252,-504.9252
Malawi,1995,,537.1186,-537.1186
Malawi,1996,,741.8399,-741.8399
Malawi,1997,,433.7513,-433.7513
Malawi,1998,,1068.8018,-1068.8018
Malawi,1999,,702.0591,-702.0591
Malawi,2000,,1034.6984,-1034.6984
Malawi,2001,,676.3567,-676.3567
Malawi,2002,,666.4658,-666.4658
Malawi,2003,,835.2996,-835.2996
Malawi,2004,,568.3471,-568.3471
Malawi,2005,,1215.6597,-1215.6597
Malawi,2006,,962.9869,-962.9869
Malawi,2007,,658.9756,-658.9756
Malawi,2008,,895.3900,-895.3900
Malawi,2009,,755.0876,-755.0876
Malawi,2010,,1134.8982,-1134.8982
Malawi,2011,,809.6257,-809.6257
Malawi,2012,,1706.2437,-1706.2437
Malawi,2013,,1488.0218,-1488.0218
Malawi,9999,,1.0000,-1.0000
Malaysia,1958,,288.7257,-288.7257
Malaysia,1963,,445.3878,-445.3878
Malaysia,1965,,320.7165,-320.7165
Malaysia,1966,,259.6421,-259.6421
Malaysia,1967,,71.3458,-71.3458
Malaysia,1968,,199.3863,-199.3863
Malaysia,1969,,212.8018,-212.8018
Malaysia,1970,,350.3029,-350.3029
Malaysia,1971,,483.1341,-483.1341
Malaysia,1972,,302.3595,-302.3595
Malaysia,1973,,790.3815,-790.3815
Malaysia,1974,,1585.2045,-1585.2045
Malaysia,1975,,1149.4299,-1149.4299
Malaysia,1976,,817.9933,-817.9933
Malaysia,1977,,852.7931,-852.7931
Malaysia,1978,,872.9690,-872.9690
Malaysia,1979,,792.4121,-792.4121
Malaysia,1980,,988.7530,-988.7530
Malaysia,1981,,1245.7777,-1245.7777
Malaysia,1982,,1670.6779,-1670.6779
Malaysia,1983,,888.5229,-888.5229
Malaysia,1984,,1530.4164,-1530.4164
Malaysia,1985,,1126.7522,-1126.7522
Malaysia,1986,,1669.7913,-1669.7913
Malaysia,1987,,376.4297,-376.4297
Malaysia,1988,,1319.7491,-1319.7491
Malaysia,1989,,733.9433,-733.9433
Malaysia,1990,,877.7462,-877.7462
Malaysia,1991,,518.5775,-518.5775
Malaysia,1992,,1665.5238,-1665.5238
Malaysia,1993,,1556.8167,-1556.8167
Malaysia,1994,,853.0048,-853.0048
Malaysia,1995,,321.7911,-321.7911
Malaysia,1996,,87.9529,-87.9529
Malaysia,1997,,83.1195,-83.1195
Malaysia,1998,,584.4023,-584.4023
Malaysia,1999,,2862.3809,-2862.3809
Malaysia,2000,,2402.3094,-2402.3094
Malaysia,2001,,350.2184,-350.2184
Malaysia,2002,,1659.9253,-1659.9253
Malaysia,2003,,118.1273,-118.1273
Malaysia,2004,,509.6890,-509.6890
Malaysia,2005,,1010.8755,-1010.8755
Malaysia,2006,,279.7903,-279.7903
Malaysia,2007,,140.1938,-140.1938
Malaysia,2008,,315.9556,-315.9556
Malaysia,2009,,118.3980,-118.3980
Malaysia,2010,,100.6112,-100.6112
Malaysia,2011,,152.7198,-152.7198
Malaysia,2012,,94.3597,-94.3597
Malaysia,2013,,88.3467,-88.3467
Mali,1954,,15.4095,-15.4095
Mali,1966,,63.8579,-63.8579
Mali,1970,,53.2564,-53.2564
Mali,1971,,42.0912,-42.0912
Mali,1972,,19.6486,-19.6486
Mali,1973,,419.8136,-419.8136
Mali,1974,,459.7312,-459.7312
Mali,1975,,403.8410,-403.8410
Mali,1976,,544.1569,-544.1569
Mali,1977,,520.7289,-520.7289
Mali,1978,,394.4520,-394.4520
Mali,1979,,468.3580,-468.3580
Mali,1980,,293.4544,-293.4544
Mali,1981,,547.4420,-547.4420
Mali,1982,,813.9772,-813.9772
Mali,1983,,697.0065,-697.0065
Mali,1984,,926.3389,-926.3389
Mali,1985,,790.0379,-790.0379
Mali,1986,,465.9688,-465.9688
Mali,1987,,433.6694,-433.6694
Mali,1988,,889.4346,-889.4346
Mali,1989,,967.2682,-967.2682
Mali,1990,,605.1569,-605.1569
Mali,1991,,640.5978,-640.5978
Mali,1992,,503.9853,-503.9853
Mali,1993,,515.0874,-515.0874
Mali,1994,,621.8805,-621.8805
Mali,1995,,660.0895,-660.0895
Mali,1996,,692.7271,-692.7271
Mali,1997,,688.2367,-688.2367
Mali,1998,,688.8462,-688.8462
Mali,1999,,709.5206,-709.5206
Mali,2000,,1071.7426,-1071.7426
Mali,2001,,878.1746,-878.1746
Mali,2002,,699.4031,-699.4031
Mali,2003,,813.2588,-813.2588
Mali,2004,,952.2155,-952.2155
Mali,2005,,1225.4861,-1225.4861
Mali,2006,,992.1023,-992.1023
Mali,2007,,1607.4751,-1607.4751
Mali,2008,,1305.0716,-1305.0716
Mali,2009,,1544.2310,-1544.2310
Mali,2010,,1217.4576,-1217.4576
Mali,2011,,1055.2142,-1055.2142
Mali,2012,,648.1828,-648.1828
Mali,2013,,2454.2308,-2454.2308
Mauritania,1960,,535.2780,-535.2780
Mauritania,1964,,48.6821,-48.6821
Mauritania,1969,,20.2849,-20.2849
Mauritania,1971,,25.6207,-25.6207
Mauritania,1972,,5.0369,-5.0369
Mauritania,1973,,185.3344,-185.3344
Mauritania,1974,,307.6441,-307.6441
Mauritania,1975,,161.4967,-161.4967
Mauritania,1976,,323.9213,-323.9213
Mauritania,1977,,107.0157,-107.0157
Mauritania,1978,,288.5420,-288.5420
Mauritania,1979,,887.7053,-887.7053
Mauritania,1980,,217.6604,-217.6604
Mauritania,1981,,318.1769,-318.1769
Mauritania,1982,,537.3631,-537.3631
Mauritania,1983,,248.0849,-248.0849
Mauritania,1984,,371.5009,-371.5009
Mauritania,1985,,397.3492,-397.3492
Mauritania,1986,,315.2033,-315.2033
Mauritania,1987,,313.5630,-313.5630
Mauritania,1988,,410.9311,-410.9311
Mauritania,1989,,358.8075,-358.8075
Mauritania,1990,,398.1270,-398.1270
Mauritania,1991,,283.3544,-283.3544
Mauritania,1992,,326.1219,-326.1219
Mauritania,1993,,266.5687,-266.5687
Mauritania,1994,,214.0846,-214.0846
Mauritania,1995,,386.7080,-386.7080
Mauritania,1996,,243.8024,-243.8024
Mauritania,1997,,304.8772,-304.8772
Mauritania,1998,,239.0634,-239.0634
Mauritania,1999,,404.3751,-404.3751
Mauritania,2000,,459.2988,-459.2988
Mauritania,2001,,747.1714,-747.1714
Mauritania,2002,,339.5395,-339.5395
Mauritania,2003,,406.4852,-406.4852
Mauritania,2004,,669.2673,-669.2673
Mauritania,2005,,372.0820,-372.0820
Mauritania,2006,,447.8306,-447.8306
Mauritania,2007,,483.4358,-483.4358
Mauritania,2008,,624.3242,-624.3242
Mauritania,2009,,520.2426,-520.2426
Mauritania,2010,,359.5114,-359.5114
Mauritania,2011,,363.6697,-363.6697
Mauritania,2012,,506.1703,-506.1703
Mauritania,2013,,748.5277,-748.5277
Mauritius,1963,,52.0487,-52.0487
Mauritius,1971,,31.7209,-31.7209
Mauritius,1972,,19.1028,-19.1028
Mauritius,1973,,140.7142,-140.7142
Mauritius,1974,,136.7816,-136.7816
Mauritius,1975,,104.1017,-104.1017
Mauritius,1976,,117.5415,-117.5415
Mauritius,1977,,73.2846,-73.2846
Mauritius,1978,,105.6611,-105.6611
Mauritius,1979,,97.5733,-97.5733
Mauritius,1980,,166.1560,-166.1560
Mauritius,1981,,156.3759,-156.3759
Mauritius,1982,,292.4289,-292.4289
Mauritius,1983,,331.2462,-331.2462
Mauritius,1984,,103.3308,-103.3308
Mauritius,1985,,204.1675,-204.1675
Mauritius,1986,,171.5796,-171.5796
Mauritius,1987,,277.7291,-277.7291
Mauritius,1988,,144.3231,-144.3231
Mauritius,1989,,234.0241,-234.0241
Mauritius,1990,,155.3245,-155.3245
Mauritius,1991,,182.3062,-182.3062
Mauritius,1992,,109.2934,-109.2934
Mauritius,1993,,92.6872,-92.6872
Mauritius,1994,,183.8648,-183.8648
Mauritius,1995,,129.9613,-129.9613
Mauritius,1996,,68.4394,-68.4394
Mauritius,1997,,42.9621,-42.9621
Mauritius,1998,,131.1495,-131.1495
Mauritius,1999,,93.9335,-93.9335
Mauritius,2000,,133.0004,-133.0004
Mauritius,2001,,337.7887,-337.7887
Mauritius,2002,,158.5706,-158.5706
Mauritius,2003,,351.9996,-351.9996
Mauritius,2004,,50.3060,-50.3060
Mauritius,2005,,97.2519,-97.2519
Mauritius,2006,,135.1542,-135.1542
Mauritius,2007,,259.5425,-259.5425
Mauritius,2008,,225.8868,-225.8868
Mauritius,2009,,1392.5608,-1392.5608
Mauritius,2010,,365.0750,-365.0750
Mauritius,2011,,134.9557,-134.9557
Mauritius,2012,,327.0319,-327.0319
Mauritius,2013,,443.0035,-443.0035
Mauritius,9999,,2.0850,-2.0850
Mexico,1949,,276.5603,-276.5603
Mexico,1950,,291.9698,-291.9698
Mexico,1952,,240.8751,-240.8751
Mexico,1954,,494.7267,-494.7267
Mexico,1958,,364.9623,-364.9623
Mexico,1960,,202.7568,-202.7568
Mexico,1961,,119.9744,-119.9744
Mexico,1962,,1233.5430,-1233.5430
Mexico,1963,,390.3650,-390.3650
Mexico,1965,,1190.2145,-1190.2145
Mexico,1966,,133.3297,-133.3297
Mexico,1968,,973.0323,-973.0323
Mexico,1969,,439.5055,-439.5055
Mexico,1970,,1527.2430,-1527.2430
Mexico,1971,,933.6728,-933.6728
Mexico,1972,,2023.4723,-2023.4723
Mexico,1973,,1892.4708,-1892.4708
Mexico,1974,,2094.7625,-2094.7625
Mexico,1975,,2126.2819,-2126.2819
Mexico,1976,,2087.6183,-2087.6183
Mexico,1977,,1461.5422,-1461.5422
Mexico,1978,,2542.6847,-2542.6847
Mexico,1979,,1994.4491,-1994.4491
Mexico,1980,,4259.7978,-4259.7978
Mexico,1981,,4539.2302,-4539.2302
Mexico,1982,,3323.4787,-3323.4787
Mexico,1983,,13936.5689,-13936.5689
Mexico,1984,,2784.3079,-2784.3079
Mexico,1985,,4232.3255,-4232.3255
Mexico,1986,,6545.8617,-6545.8617
Mexico,1987,,3933.8420,-3933.8420
Mexico,1988,,3051.0733,-3051.0733
Mexico,1989,,11363.2328,-11363.2328
Mexico,1990,,7896.0246,-7896.0246
Mexico,1991,,8804.8396,-8804.8396
Mexico,1992,,4435.7613,-4435.7613
Mexico,1993,,2753.0598,-2753.0598
Mexico,1994,,5949.3838,-5949.3838
Mexico,1995,,16702.1330,-16702.1330
Mexico,1996,,4403.1830,-4403.1830
Mexico,1997,,3523.0286,-3523.0286
Mexico,1998,,7151.8655,-7151.8655
Mexico,1999,,8523.8429,-8523.8429
Mexico,2000,,7278.5686,-7278.5686
Mexico,2001,,4978.2553,-4978.2553
Mexico,2002,,5720.5234,-5720.5234
Mexico,2003,,3931.4485,-3931.4485
Mexico,2004,,2183.5130,-2183.5130
Mexico,2005,,4336.0472,-4336.0472
Mexico,2006,,2191.1290,-2191.1290
Mexico,2007,,1462.8876,-1462.8876
Mexico,2008,,4263.6335,-4263.6335
Mexico,2009,,29591.0766,-29591.0766
Mexico,2010,,28589.0417,-28589.0417
Mexico,2011,,32943.4776,-32943.4776
Mexico,2012,,2269.1044,-2269.1044
Mexico,2013,,3250.8480,-3250.8480
Mexico,9999,,2.7450,-2.7450
Mongolia,1985,,0.1864,-0.1864
Mongolia,1988,,1.4653,-1.4653
Mongolia,1989,,0.5250,-0.5250
Mongolia,1990,,5.3197,-5.3197
Mongolia,1991,,261.4996,-261.4996
Mongolia,1992,,121.1934,-121.1934
Mongolia,1993,,348.0802,-348.0802
Mongolia,1994,,246.1299,-246.1299
Mongolia,1995,,373.0948,-373.0948
Mongolia,1996,,250.4363,-250.4363
Mongolia,1997,,350.3271,-350.3271
Mongolia,1998,,219.1021,-219.1021
Mongolia,1999,,224.5133,-224.5133
Mongolia,2000,,315.6788,-315.6788
Mongolia,2001,,466.3290,-466.3290
Mongolia,2002,,345.7440,-345.7440
Mongolia,2003,,263.0538,-263.0538
Mongolia,2004,,279.4743,-279.4743
Mongolia,2005,,203.6655,-203.6655
Mongolia,2006,,437.9004,-437.9004
Mongolia,2007,,335.4999,-335.4999
Mongolia,2008,,833.7271,-833.7271
Mongolia,2009,,1001.1943,-1001.1943
