group,variable,donated,received,value
"Congo, Republic of",1978,,84.3456,-84.3456
"Congo, Republic of",1979,,90.5570,-90.5570
"Congo, Republic of",1980,,349.4937,-349.4937
"Congo, Republic of",1981,,196.2528,-196.2528
"Congo, Republic of",1982,,183.2663,-183.2663
"Congo, Republic of",1983,,284.7726,-284.7726
"Congo, Republic of",1984,,117.0591,-117.0591
"Congo, Republic of",1985,,153.1967,-153.1967
"Congo, Republic of",1986,,319.1092,-319.1092
"Congo, Republic of",1987,,436.3057,-436.3057
"Congo, Republic of",1988,,130.9109,-130.9109
"Congo, Republic of",1989,,174.1986,-174.1986
"Congo, Republic of",1990,,369.9536,-369.9536
"Congo, Republic of",1991,,65.6399,-65.6399
"Congo, Republic of",1992,,264.0901,-264.0901
"Congo, Republic of",1993,,40.6880,-40.6880
"Congo, Republic of",1994,,348.2438,-348.2438
"Congo, Republic of",1995,,225.3164,-225.3164
"Congo, Republic of",1996,,373.0269,-373.0269
"Congo, Republic of",1997,,235.0059,-235.0059
"Congo, Republic of",1998,,66.6319,-66.6319
"Congo, Republic of",1999,,348.2048,-348.2048
"Congo, Republic of",2000,,81.2921,-81.2921
"Congo, Republic of",2001,,162.3395,-162.3395
"Congo, Republic of",2002,,233.3709,-233.3709
"Congo, Republic of",2003,,128.4915,-128.4915
"Congo, Republic of",2004,,382.0562,-382.0562
"Congo, Republic of",2005,,2348.4432,-2348.4432
"Congo, Republic of",2006,,538.6693,-538.6693
"Congo, Republic of",2007,,178.5644,-178.5644
"Congo, Republic of",2008,,522.9656,-522.9656
"Congo, Republic of",2009,,359.2520,-359.2520
"Congo, Republic of",2010,,1501.5666,-1501.5666
"Congo, Republic of",2011,,267.0817,-267.0817
"Congo, Republic of",2012,,188.2062,-188.2062
"Congo, Republic of",2013,,117.3318,-117.3318
Costa Rica,1956,,24.3308,-24.3308
Costa Rica,1959,,28.3860,-28.3860
Costa Rica,1960,,16.2205,-16.2205
Costa Rica,1961,,182.3610,-182.3610
Costa Rica,1963,,163.5815,-163.5815
Costa Rica,1968,,20.4849,-20.4849
Costa Rica,1969,,125.0900,-125.0900
Costa Rica,1970,,202.4389,-202.4389
Costa Rica,1971,,22.7537,-22.7537
Costa Rica,1972,,233.2468,-233.2468
Costa Rica,1973,,145.4661,-145.4661
Costa Rica,1974,,474.0998,-474.0998
Costa Rica,1975,,504.0305,-504.0305
Costa Rica,1976,,210.9421,-210.9421
Costa Rica,1977,,427.5589,-427.5589
Costa Rica,1978,,371.9287,-371.9287
Costa Rica,1979,,357.5732,-357.5732
Costa Rica,1980,,518.7344,-518.7344
Costa Rica,1981,,234.8094,-234.8094
Costa Rica,1982,,529.8030,-529.8030
Costa Rica,1983,,612.3675,-612.3675
Costa Rica,1984,,730.5682,-730.5682
Costa Rica,1985,,1033.6932,-1033.6932
Costa Rica,1986,,860.1416,-860.1416
Costa Rica,1987,,642.8680,-642.8680
Costa Rica,1988,,586.3858,-586.3858
Costa Rica,1989,,872.9196,-872.9196
Costa Rica,1990,,373.5945,-373.5945
Costa Rica,1991,,418.4823,-418.4823
Costa Rica,1992,,282.1439,-282.1439
Costa Rica,1993,,1253.7642,-1253.7642
Costa Rica,1994,,166.4290,-166.4290
Costa Rica,1995,,232.7451,-232.7451
Costa Rica,1996,,295.8142,-295.8142
Costa Rica,1997,,228.6660,-228.6660
Costa Rica,1998,,200.9304,-200.9304
Costa Rica,1999,,115.6829,-115.6829
Costa Rica,2000,,256.4070,-256.4070
Costa Rica,2001,,534.6184,-534.6184
Costa Rica,2002,,205.4213,-205.4213
Costa Rica,2003,,189.5300,-189.5300
Costa Rica,2004,,68.1255,-68.1255
Costa Rica,2005,,323.2240,-323.2240
Costa Rica,2006,,441.8393,-441.8393
Costa Rica,2007,,1007.8989,-1007.8989
Costa Rica,2008,,1291.0771,-1291.0771
Costa Rica,2009,,1040.1029,-1040.1029
Costa Rica,2010,,176.2556,-176.2556
Costa Rica,2011,,113.4824,-113.4824
Costa Rica,2012,,253.4435,-253.4435
Costa Rica,2013,,580.3644,-580.3644
Cote d`Ivoire,1954,,15.4095,-15.4095
Cote d`Ivoire,1968,,42.3901,-42.3901
Cote d`Ivoire,1969,,115.6238,-115.6238
Cote d`Ivoire,1970,,119.5683,-119.5683
Cote d`Ivoire,1971,,169.9510,-169.9510
Cote d`Ivoire,1972,,113.2914,-113.2914
Cote d`Ivoire,1973,,194.2350,-194.2350
Cote d`Ivoire,1974,,483.3796,-483.3796
Cote d`Ivoire,1975,,534.0998,-534.0998
Cote d`Ivoire,1976,,459.2877,-459.2877
Cote d`Ivoire,1977,,639.3552,-639.3552
Cote d`Ivoire,1978,,230.6794,-230.6794
Cote d`Ivoire,1979,,428.2338,-428.2338
Cote d`Ivoire,1980,,673.6467,-673.6467
Cote d`Ivoire,1981,,1198.4460,-1198.4460
Cote d`Ivoire,1982,,1204.4237,-1204.4237
Cote d`Ivoire,1983,,1129.3510,-1129.3510
Cote d`Ivoire,1984,,582.4802,-582.4802
Cote d`Ivoire,1985,,1028.5646,-1028.5646
Cote d`Ivoire,1986,,1168.9524,-1168.9524
Cote d`Ivoire,1987,,716.1483,-716.1483
Cote d`Ivoire,1988,,1361.4064,-1361.4064
Cote d`Ivoire,1989,,1577.7224,-1577.7224
Cote d`Ivoire,1990,,1918.1693,-1918.1693
Cote d`Ivoire,1991,,1758.5760,-1758.5760
Cote d`Ivoire,1992,,1367.2315,-1367.2315
Cote d`Ivoire,1993,,947.6635,-947.6635
Cote d`Ivoire,1994,,2447.5750,-2447.5750
Cote d`Ivoire,1995,,1426.3231,-1426.3231
Cote d`Ivoire,1996,,984.4546,-984.4546
Cote d`Ivoire,1997,,579.8557,-579.8557
Cote d`Ivoire,1998,,2630.9592,-2630.9592
Cote d`Ivoire,1999,,932.0300,-932.0300
Cote d`Ivoire,2000,,796.1889,-796.1889
Cote d`Ivoire,2001,,368.2453,-368.2453
Cote d`Ivoire,2002,,3048.2980,-3048.2980
Cote d`Ivoire,2003,,608.8255,-608.8255
Cote d`Ivoire,2004,,469.8386,-469.8386
Cote d`Ivoire,2005,,342.5723,-342.5723
Cote d`Ivoire,2006,,492.5734,-492.5734
Cote d`Ivoire,2007,,524.9648,-524.9648
Cote d`Ivoire,2008,,1101.7869,-1101.7869
Cote d`Ivoire,2009,,3620.6058,-3620.6058
Cote d`Ivoire,2010,,846.8535,-846.8535
Cote d`Ivoire,2011,,1552.0829,-1552.0829
Cote d`Ivoire,2012,,3103.2534,-3103.2534
Cote d`Ivoire,2013,,1864.3092,-1864.3092
Croatia,1989,,51.1095,-51.1095
Croatia,1991,,0.0046,-0.0046
Croatia,1992,,13.7908,-13.7908
Croatia,1993,,27.0969,-27.0969
Croatia,1994,,451.6961,-451.6961
Croatia,1995,,368.3215,-368.3215
Croatia,1996,,761.8805,-761.8805
Croatia,1997,,736.3483,-736.3483
Croatia,1998,,653.9341,-653.9341
Croatia,1999,,842.3825,-842.3825
Croatia,2000,,498.1398,-498.1398
Croatia,2001,,1723.3657,-1723.3657
Croatia,2002,,1089.4952,-1089.4952
Croatia,2003,,1164.7310,-1164.7310
Croatia,2004,,510.1850,-510.1850
Croatia,2005,,885.7636,-885.7636
Croatia,2006,,1216.1500,-1216.1500
Croatia,2007,,1573.7746,-1573.7746
Croatia,2008,,640.1573,-640.1573
Croatia,2009,,449.8392,-449.8392
Croatia,2010,,685.5335,-685.5335
Croatia,2011,,343.7400,-343.7400
Czech Republic,1990,,0.5490,-0.5490
Czech Republic,1991,,1165.6565,-1165.6565
Czech Republic,1992,,934.4521,-934.4521
Czech Republic,1993,,1453.6655,-1453.6655
Czech Republic,1994,,961.2796,-961.2796
Czech Republic,1995,,444.6243,-444.6243
Czech Republic,1996,47.6745,126.7691,-79.0946
Czech Republic,1997,25.4928,1372.6750,-1347.1822
Czech Republic,1998,12.5538,263.3486,-250.7948
Czech Republic,1999,11.8375,564.1916,-552.3540
Czech Republic,2000,11.5940,347.6240,-336.0300
Czech Republic,2001,14.0411,1002.1993,-988.1582
Czech Republic,2002,6.4110,1804.2256,-1797.8146
Czech Republic,2003,23.1502,2088.2432,-2065.0930
Czech Republic,2004,16.1342,143.7015,-127.5673
Czech Republic,2005,28.5710,32.6654,-4.0945
Czech Republic,2006,71.8889,45.2804,26.6086
Czech Republic,2007,18.2658,,18.2658
Czech Republic,2008,22.7744,,22.7744
Czech Republic,2009,2.7516,,2.7516
Czech Republic,2011,58.1752,,58.1752
Czech Republic,2012,72.4179,,72.4179
Czech Republic,2013,53.3786,,53.3786
Denmark,1947,,324.4109,-324.4109
Denmark,1959,,162.2055,-162.2055
Denmark,1963,,185.8881,-185.8881
Denmark,1973,201.8609,,201.8609
Denmark,1974,326.5845,,326.5845
Denmark,1975,273.8192,,273.8192
Denmark,1976,314.0163,,314.0163
Denmark,1977,420.1317,,420.1317
Denmark,1978,519.1362,,519.1362
Denmark,1979,539.4368,,539.4368
Denmark,1980,572.1899,104.2889,467.9010
Denmark,1981,551.6952,,551.6952
Denmark,1982,911.3403,,911.3403
Denmark,1983,708.5644,,708.5644
Denmark,1984,885.8730,62.0217,823.8514
Denmark,1985,1081.1017,,1081.1017
Denmark,1986,1137.9415,,1137.9415
Denmark,1987,851.8714,,851.8714
Denmark,1988,1058.9593,,1058.9593
Denmark,1989,1128.6904,,1128.6904
Denmark,1990,726.6648,,726.6648
Denmark,1991,747.6282,,747.6282
Denmark,1992,948.2851,,948.2851
Denmark,1993,1127.4883,,1127.4883
Denmark,1994,859.2007,,859.2007
Denmark,1995,1320.2856,,1320.2856
Denmark,1996,2172.5575,,2172.5575
Denmark,1997,1358.8107,,1358.8107
Denmark,1998,684.7964,,684.7964
Denmark,1999,1107.9417,,1107.9417
Denmark,2000,1826.5795,,1826.5795
Denmark,2001,1816.5731,,1816.5731
Denmark,2002,1575.4337,,1575.4337
Denmark,2003,1006.2320,,1006.2320
Denmark,2004,2232.9097,,2232.9097
Denmark,2005,1980.9369,0.4252,1980.5118
Denmark,2006,1708.3347,,1708.3347
Denmark,2007,1653.4434,,1653.4434
Denmark,2008,1614.6861,,1614.6861
Denmark,2009,2028.5164,,2028.5164
Denmark,2010,1827.5618,,1827.5618
Denmark,2011,2315.7916,,2315.7916
Denmark,2012,2042.6447,,2042.6447
Denmark,2013,2084.0878,,2084.0878
Dominican Republic,1969,,169.0406,-169.0406
Dominican Republic,1970,,52.3515,-52.3515
Dominican Republic,1971,,55.2426,-55.2426
Dominican Republic,1972,,184.1708,-184.1708
Dominican Republic,1973,,313.9443,-313.9443
Dominican Republic,1974,,319.2858,-319.2858
Dominican Republic,1975,,200.7585,-200.7585
Dominican Republic,1976,,216.0415,-216.0415
Dominican Republic,1977,,22.3437,-22.3437
Dominican Republic,1978,,272.5969,-272.5969
Dominican Republic,1979,,1176.2938,-1176.2938
Dominican Republic,1980,,422.9100,-422.9100
Dominican Republic,1981,,555.3812,-555.3812
Dominican Republic,1982,,832.8917,-832.8917
Dominican Republic,1983,,1565.8917,-1565.8917
Dominican Republic,1984,,820.9677,-820.9677
Dominican Republic,1985,,1055.9880,-1055.9880
Dominican Republic,1986,,763.5027,-763.5027
Dominican Republic,1987,,116.9916,-116.9916
Dominican Republic,1988,,334.2525,-334.2525
Dominican Republic,1989,,651.5186,-651.5186
Dominican Republic,1990,,88.3535,-88.3535
Dominican Republic,1991,,406.6745,-406.6745
Dominican Republic,1992,,282.5829,-282.5829
Dominican Republic,1993,,458.8749,-458.8749
Dominican Republic,1994,,211.6621,-211.6621
Dominican Republic,1995,,589.8898,-589.8898
Dominican Republic,1996,,222.7944,-222.7944
Dominican Republic,1997,,248.0310,-248.0310
Dominican Republic,1998,,753.8718,-753.8718
Dominican Republic,1999,,765.4445,-765.4445
Dominican Republic,2000,,783.7016,-783.7016
Dominican Republic,2001,,962.0089,-962.0089
Dominican Republic,2002,,1936.3604,-1936.3604
Dominican Republic,2003,,1155.4246,-1155.4246
Dominican Republic,2004,,884.1003,-884.1003
Dominican Republic,2005,,723.8201,-723.8201
Dominican Republic,2006,,572.6394,-572.6394
Dominican Republic,2007,,328.6234,-328.6234
Dominican Republic,2008,,408.2738,-408.2738
Dominican Republic,2009,,868.7668,-868.7668
Dominican Republic,2010,,734.5654,-734.5654
Dominican Republic,2011,,427.7297,-427.7297
Dominican Republic,2012,,229.2587,-229.2587
Dominican Republic,2013,,878.0867,-878.0867
Ecuador,1954,,68.9373,-68.9373
Ecuador,1956,,40.5514,-40.5514
Ecuador,1957,,163.0165,-163.0165
Ecuador,1958,,105.4336,-105.4336
Ecuador,1964,,123.5218,-123.5218
Ecuador,1967,,28.5383,-28.5383
Ecuador,1968,,71.0143,-71.0143
Ecuador,1969,,10.1424,-10.1424
Ecuador,1970,,308.8579,-308.8579
Ecuador,1971,,185.1282,-185.1282
Ecuador,1972,,254.9422,-254.9422
Ecuador,1973,,458.4449,-458.4449
Ecuador,1974,,600.9580,-600.9580
Ecuador,1975,,298.9883,-298.9883
Ecuador,1976,,607.1561,-607.1561
Ecuador,1977,,540.3481,-540.3481
Ecuador,1978,,368.0064,-368.0064
Ecuador,1979,,802.3178,-802.3178
Ecuador,1980,,521.5429,-521.5429
Ecuador,1981,,866.8155,-866.8155
Ecuador,1982,,798.3942,-798.3942
Ecuador,1983,,741.5595,-741.5595
Ecuador,1984,,930.8324,-930.8324
Ecuador,1985,,1570.2992,-1570.2992
Ecuador,1986,,1404.1525,-1404.1525
Ecuador,1987,,1098.2889,-1098.2889
Ecuador,1988,,612.5351,-612.5351
Ecuador,1989,,900.0775,-900.0775
Ecuador,1990,,1167.5420,-1167.5420
Ecuador,1991,,918.1863,-918.1863
Ecuador,1992,,814.4788,-814.4788
Ecuador,1993,,432.8050,-432.8050
Ecuador,1994,,1873.9899,-1873.9899
Ecuador,1995,,446.3910,-446.3910
Ecuador,1996,,647.2157,-647.2157
Ecuador,1997,,803.7123,-803.7123
Ecuador,1998,,622.1748,-622.1748
Ecuador,1999,,314.0568,-314.0568
Ecuador,2000,,1368.2771,-1368.2771
Ecuador,2001,,1967.7883,-1967.7883
Ecuador,2002,,1281.6980,-1281.6980
Ecuador,2003,,1683.8505,-1683.8505
Ecuador,2004,,557.0698,-557.0698
Ecuador,2005,,1457.0277,-1457.0277
Ecuador,2006,,2312.6209,-2312.6209
Ecuador,2007,,2101.2493,-2101.2493
Ecuador,2008,,976.8889,-976.8889
Ecuador,2009,,1621.3414,-1621.3414
Ecuador,2010,,1645.1401,-1645.1401
Ecuador,2011,,239.2017,-239.2017
Ecuador,2012,,386.3427,-386.3427
Ecuador,2013,,988.5519,-988.5519
Egypt,1959,,458.2304,-458.2304
Egypt,1964,,199.3786,-199.3786
Egypt,1968,,66.9173,-66.9173
Egypt,1970,,168.0420,-168.0420
Egypt,1971,,183.0053,-183.0053
Egypt,1972,,1.0916,-1.0916
Egypt,1973,,918.0783,-918.0783
Egypt,1974,,2181.9101,-2181.9101
Egypt,1975,,4370.7931,-4370.7931
Egypt,1976,,4043.0366,-4043.0366
Egypt,1977,,5534.8218,-5534.8218
Egypt,1978,,3835.1355,-3835.1355
Egypt,1979,,3198.5978,-3198.5978
Egypt,1980,,5226.7144,-5226.7144
Egypt,1981,,4784.1878,-4784.1878
Egypt,1982,,4678.7986,-4678.7986
Egypt,1983,,4449.4466,-4449.4466
Egypt,1984,,5746.4906,-5746.4906
Egypt,1985,,4797.5427,-4797.5427
Egypt,1986,,3954.0372,-3954.0372
Egypt,1987,,2592.6946,-2592.6946
Egypt,1988,,4260.7574,-4260.7574
Egypt,1989,,3778.1727,-3778.1727
Egypt,1990,,4025.0908,-4025.0908
Egypt,1991,,13464.3222,-13464.3222
Egypt,1992,,5777.8412,-5777.8412
Egypt,1993,,5692.3511,-5692.3511
Egypt,1994,,3434.9635,-3434.9635
Egypt,1995,,2706.4661,-2706.4661
Egypt,1996,,3421.8687,-3421.8687
Egypt,1997,,2760.4935,-2760.4935
Egypt,1998,,3735.1129,-3735.1129
Egypt,1999,,2879.3783,-2879.3783
Egypt,2000,,2258.6183,-2258.6183
Egypt,2001,,3313.1805,-3313.1805
Egypt,2002,,3337.0769,-3337.0769
Egypt,2003,,2715.7323,-2715.7323
Egypt,2004,,2565.5737,-2565.5737
Egypt,2005,,2546.9666,-2546.9666
Egypt,2006,,5162.5079,-5162.5079
Egypt,2007,,3180.0030,-3180.0030
Egypt,2008,,3391.3206,-3391.3206
Egypt,2009,,2889.8986,-2889.8986
Egypt,2010,,5944.6885,-5944.6885
Egypt,2011,,1969.8495,-1969.8495
Egypt,2012,,3402.7114,-3402.7114
Egypt,2013,,8664.1249,-8664.1249
El Salvador,1949,,101.3784,-101.3784
El Salvador,1954,,90.0240,-90.0240
El Salvador,1959,,64.8822,-64.8822
El Salvador,1960,,30.8190,-30.8190
El Salvador,1962,,61.4850,-61.4850
El Salvador,1963,,115.2506,-115.2506
El Salvador,1967,,19.9768,-19.9768
El Salvador,1969,,33.1320,-33.1320
El Salvador,1970,,49.1200,-49.1200
El Salvador,1971,,62.7965,-62.7965
El Salvador,1972,,270.4763,-270.4763
El Salvador,1973,,211.0621,-211.0621
El Salvador,1974,,267.8797,-267.8797
El Salvador,1975,,268.7809,-268.7809
El Salvador,1976,,242.8408,-242.8408
El Salvador,1977,,436.3460,-436.3460
El Salvador,1978,,165.0487,-165.0487
El Salvador,1979,,292.4228,-292.4228
El Salvador,1980,,267.8962,-267.8962
El Salvador,1981,,402.2719,-402.2719
El Salvador,1982,,740.7705,-740.7705
El Salvador,1983,,561.2491,-561.2491
El Salvador,1984,,804.3773,-804.3773
El Salvador,1985,,890.0880,-890.0880
El Salvador,1986,,642.1844,-642.1844
El Salvador,1987,,1323.7683,-1323.7683
El Salvador,1988,,738.8501,-738.8501
El Salvador,1989,,550.6885,-550.6885
El Salvador,1990,,720.1338,-720.1338
El Salvador,1991,,778.9463,-778.9463
El Salvador,1992,,881.8058,-881.8058
El Salvador,1993,,941.3569,-941.3569
El Salvador,1994,,1039.5047,-1039.5047
El Salvador,1995,,783.0703,-783.0703
El Salvador,1996,,798.3438,-798.3438
El Salvador,1997,,578.7790,-578.7790
El Salvador,1998,,761.4756,-761.4756
El Salvador,1999,,410.3624,-410.3624
El Salvador,2000,,200.0325,-200.0325
El Salvador,2001,,1468.4282,-1468.4282
El Salvador,2002,,545.8560,-545.8560
El Salvador,2003,,346.0484,-346.0484
El Salvador,2004,,194.2557,-194.2557
El Salvador,2005,,996.2937,-996.2937
El Salvador,2006,,333.7297,-333.7297
El Salvador,2007,,707.4234,-707.4234
El Salvador,2008,,946.9645,-946.9645
El Salvador,2009,,1470.0763,-1470.0763
El Salvador,2010,,812.6859,-812.6859
El Salvador,2011,,816.0480,-816.0480
El Salvador,2012,,163.6360,-163.6360
El Salvador,2013,,562.1534,-562.1534
El Salvador,9999,,8.0000,-8.0000
Ethiopia,1950,,56.7719,-56.7719
Ethiopia,1951,,12.1654,-12.1654
Ethiopia,1957,,121.6541,-121.6541
Ethiopia,1961,,15.9966,-15.9966
Ethiopia,1962,,22.2883,-22.2883
Ethiopia,1963,,100.3796,-100.3796
Ethiopia,1964,,170.7507,-170.7507
Ethiopia,1965,,34.2098,-34.2098
Ethiopia,1966,,50.5249,-50.5249
Ethiopia,1968,,144.7599,-144.7599
Ethiopia,1969,,210.2865,-210.2865
Ethiopia,1970,,20.0358,-20.0358
Ethiopia,1971,,84.7925,-84.7925
Ethiopia,1972,,246.1535,-246.1535
Ethiopia,1973,,625.5371,-625.5371
Ethiopia,1974,,471.9608,-471.9608
Ethiopia,1975,,690.2569,-690.2569
Ethiopia,1976,,121.5708,-121.5708
Ethiopia,1977,,541.4877,-541.4877
Ethiopia,1978,,242.8591,-242.8591
Ethiopia,1979,,198.8153,-198.8153
Ethiopia,1980,,362.1667,-362.1667
Ethiopia,1981,,511.6272,-511.6272
Ethiopia,1982,,673.0578,-673.0578
Ethiopia,1983,,864.4384,-864.4384
Ethiopia,1984,,1555.2331,-1555.2331
Ethiopia,1985,,1052.2936,-1052.2936
Ethiopia,1986,,1018.8561,-1018.8561
Ethiopia,1987,,1065.1153,-1065.1153
Ethiopia,1988,,1742.4337,-1742.4337
Ethiopia,1989,,1472.6222,-1472.6222
Ethiopia,1990,,857.0852,-857.0852
Ethiopia,1991,,461.6052,-461.6052
Ethiopia,1992,,1635.7828,-1635.7828
Ethiopia,1993,,1102.3049,-1102.3049
Ethiopia,1994,,801.9457,-801.9457
Ethiopia,1995,,1050.0968,-1050.0968
Ethiopia,1996,,1027.8346,-1027.8346
Ethiopia,1997,,1035.1455,-1035.1455
Ethiopia,1998,,2248.5580,-2248.5580
Ethiopia,1999,,678.1712,-678.1712
Ethiopia,2000,,1590.3083,-1590.3083
Ethiopia,2001,,1877.0587,-1877.0587
Ethiopia,2002,,2355.3453,-2355.3453
Ethiopia,2003,,2385.7948,-2385.7948
Ethiopia,2004,,3240.3410,-3240.3410
Ethiopia,2005,,2804.6375,-2804.6375
Ethiopia,2006,,2899.1742,-2899.1742
Ethiopia,2007,,2996.5132,-2996.5132
Ethiopia,2008,,3957.8246,-3957.8246
Ethiopia,2009,,4338.2181,-4338.2181
Ethiopia,2010,,3325.1358,-3325.1358
Ethiopia,2011,,2612.4275,-2612.4275
Ethiopia,2012,,4947.1943,-4947.1943
Ethiopia,2013,,3161.1485,-3161.1485
Ethiopia,9999,,7.5914,-7.5914
Finland,1949,,120.0320,-120.0320
Finland,1952,,190.5914,-190.5914
Finland,1955,,97.3233,-97.3233
Finland,1956,,121.6541,-121.6541
Finland,1959,,300.0801,-300.0801
Finland,1961,,199.9573,-199.9573
Finland,1962,,192.1406,-192.1406
Finland,1963,,52.0487,-52.0487
Finland,1964,,207.0806,-207.0806
Finland,1965,,99.7785,-99.7785
Finland,1966,,140.3471,-140.3471
Finland,1969,,148.7557,-148.7557
Finland,1970,,129.2631,-129.2631
Finland,1971,,79.3023,-79.3023
Finland,1972,,109.1590,-109.1590
Finland,1974,83.6276,,83.6276
Finland,1975,84.3135,78.4484,5.8650
Finland,1976,60.6516,,60.6516
Finland,1977,17.0107,,17.0107
Finland,1978,7.8766,,7.8766
Finland,1979,152.1544,,152.1544
Finland,1980,22.4772,,22.4772
Finland,1981,129.8380,,129.8380
Finland,1982,70.6215,,70.6215
Finland,1983,89.6571,70.5385,19.1187
Finland,1984,105.0543,26.5536,78.5007
Finland,1985,32.8979,,32.8979
Finland,1986,46.0449,83.5297,-37.4848
Finland,1987,461.5064,,461.5064
Finland,1988,643.3217,,643.3217
Finland,1989,761.9601,,761.9601
Finland,1990,647.5966,,647.5966
Finland,1991,897.9775,,897.9775
Finland,1992,536.1357,,536.1357
Finland,1993,386.3331,,386.3331
Finland,1994,264.3182,,264.3182
Finland,1995,296.7605,,296.7605
Finland,1996,291.9708,,291.9708
Finland,1997,294.3588,,294.3588
Finland,1998,335.1201,,335.1201
Finland,1999,384.8343,,384.8343
Finland,2000,389.8033,,389.8033
Finland,2001,508.5341,,508.5341
Finland,2002,509.0584,,509.0584
Finland,2003,586.9501,,586.9501
Finland,2004,621.2884,,621.2884
Finland,2005,888.6417,,888.6417
Finland,2006,790.1345,0.0737,790.0609
Finland,2007,747.0197,,747.0197
Finland,2008,978.1556,,978.1556
Finland,2009,1405.1376,,1405.1376
Finland,2010,1168.2568,,1168.2568
Finland,2011,1181.8687,,1181.8687
Finland,2012,870.3948,,870.3948
Finland,2013,888.8231,,888.8231
France,1947,,2027.5683,-2027.5683
France,1973,3009.3530,,3009.3530
France,1974,2928.5385,,2928.5385
France,1975,1595.7283,,1595.7283
France,1976,2031.0315,,2031.0315
France,1977,2728.7995,,2728.7995
France,1978,1413.2155,,1413.2155
France,1979,1617.5160,,1617.5160
France,1980,2878.1567,116.6098,2761.5469
France,1981,2954.2412,120.9228,2833.3184
France,1982,3187.1434,,3187.1434
France,1983,2891.2076,,2891.2076
France,1984,4427.7408,,4427.7408
France,1985,3369.2617,,3369.2617
France,1986,3622.5708,5.5588,3617.0120
France,1987,3170.5538,,3170.5538
France,1988,4472.3308,,4472.3308
France,1989,5338.6512,,5338.6512
France,1990,4275.0083,,4275.0083
France,1991,5125.3654,,5125.3654
France,1992,4075.5975,,4075.5975
France,1993,3981.2304,,3981.2304
France,1994,3997.9706,,3997.9706
France,1995,4174.5845,,4174.5845
France,1996,4183.9339,,4183.9339
France,1997,3978.4563,,3978.4563
France,1998,6156.4177,0.4907,6155.9270
France,1999,5931.0438,0.4826,5930.5611
France,2000,6099.3552,,6099.3552
France,2001,6548.4257,,6548.4257
France,2002,8217.9464,,8217.9464
France,2003,10954.9112,,10954.9112
France,2004,8935.4620,,8935.4620
France,2005,11170.4586,0.4118,11170.0468
France,2006,11821.4285,,11821.4285
France,2007,9126.2005,,9126.2005
France,2008,10789.7851,0.0082,10789.7768
France,2009,10034.5449,,10034.5449
France,2010,11195.3995,,11195.3995
France,2011,8856.8361,,8856.8361
France,2012,12042.5226,,12042.5226
France,2013,10256.1690,,10256.1690
Gabon,1959,,283.8596,-283.8596
Gabon,1964,,87.1919,-87.1919
Gabon,1968,,12.2909,-12.2909
Gabon,1969,,40.5697,-40.5697
Gabon,1973,,92.0422,-92.0422
Gabon,1974,,124.1998,-124.1998
Gabon,1975,,85.4434,-85.4434
Gabon,1976,,97.6931,-97.6931
Gabon,1977,,22.0142,-22.0142
Gabon,1978,,170.4163,-170.4163
Gabon,1979,,45.2866,-45.2866
Gabon,1980,,84.4034,-84.4034
Gabon,1981,,94.8084,-94.8084
Gabon,1982,,159.5738,-159.5738
Gabon,1983,,122.6588,-122.6588
Gabon,1984,,127.9898,-127.9898
Gabon,1985,,207.6549,-207.6549
Gabon,1986,,386.9473,-386.9473
Gabon,1987,,94.7725,-94.7725
Gabon,1988,,390.2369,-390.2369
Gabon,1989,,695.4291,-695.4291
Gabon,1990,,127.0893,-127.0893
Gabon,1991,,265.8116,-265.8116
Gabon,1992,,309.3753,-309.3753
Gabon,1993,,493.3568,-493.3568
Gabon,1994,,322.8021,-322.8021
Gabon,1995,,487.3368,-487.3368
Gabon,1996,,352.2910,-352.2910
Gabon,1997,,319.9076,-319.9076
Gabon,1998,,222.9505,-222.9505
Gabon,1999,,127.4507,-127.4507
Gabon,2000,,333.7653,-333.7653
Gabon,2001,,259.6053,-259.6053
Gabon,2002,,252.1924,-252.1924
Gabon,2003,,183.8158,-183.8158
Gabon,2004,,371.3828,-371.3828
Gabon,2005,,118.1472,-118.1472
Gabon,2006,,215.9045,-215.9045
Gabon,2007,,684.4121,-684.4121
Gabon,2008,,230.0949,-230.0949
Gabon,2009,,368.4222,-368.4222
Gabon,2010,,223.4683,-223.4683
Gabon,2011,,77.8430,-77.8430
Gabon,2012,,140.9059,-140.9059
Gabon,2013,,119.3103,-119.3103
Gambia,1970,,13.5726,-13.5726
Gambia,1972,,7.0953,-7.0953
Gambia,1973,,24.4859,-24.4859
Gambia,1974,,103.2763,-103.2763
Gambia,1975,,34.0645,-34.0645
Gambia,1976,,73.3436,-73.3436
Gambia,1977,,112.6379,-112.6379
Gambia,1978,,71.7483,-71.7483
Gambia,1979,,122.9460,-122.9460
Gambia,1980,,183.7075,-183.7075
Gambia,1981,,117.5335,-117.5335
Gambia,1982,,133.4886,-133.4886
Gambia,1983,,103.5055,-103.5055
Gambia,1984,,228.3265,-228.3265
Gambia,1985,,34.5642,-34.5642
Gambia,1986,,195.7215,-195.7215
Gambia,1987,,131.6548,-131.6548
Gambia,1988,,217.5751,-217.5751
Gambia,1989,,165.2601,-165.2601
Gambia,1990,,130.7465,-130.7465
Gambia,1991,,147.1978,-147.1978
Gambia,1992,,88.2900,-88.2900
Gambia,1993,,133.2390,-133.2390
Gambia,1994,,36.6625,-36.6625
